territorio,usuario,tweet,microtema
Colombia,USER_42d2ab315f,Ser mi novio implica saber que me voy con mis amix tres días seguidos a beber.,Expectativas en relaciones
Colombia,USER_42d2ab315f,Arreglarme y maquillarme para hacer aseo es mi pasión.,Humor
Colombia,USER_42d2ab315f,Yo apareciendo en la vida de los demás después de ver mi serie como si nada.,Ocio y entretenimiento
Colombia,USER_42d2ab315f,Ya quiero llegar a ese plancito de reunirme con mi love en nuestro apartamentico a tomarnos unos guaros.,Planes románticos
Colombia,USER_42d2ab315f,"Algunas palabras ñeras son muy chimbas; como chimba, o sea que chimba.",Lenguaje y jerga
Colombia,USER_42d2ab315f,No consigo un Fav y ahora si voy a conseguir polvo.,Sexualidad
Colombia,USER_42d2ab315f,Lo único chimba que me dejo fueron las farras tan ásperas que me metía en su honor.,Ruptura amorosa
Colombia,USER_42d2ab315f,Te pedí que por favor no te fueras y aún así no te quedaste conmigo.,Ruptura amorosa
Colombia,USER_42d2ab315f,Me sentía chimba otra vez. {{URL}},Sentimiento positivo
Colombia,USER_42d2ab315f,"Si a uno le interesa un man,   ¿{{LOCATION}} de ahí soldado? O ¿Con honor hasta el final?.",Dilemas románticos
Colombia,USER_42d2ab315f,Ver fotos de glamping le da ganas a uno de tener un amorcito para ese plan tan hermoso y que le de a uno a lo malditasea :(,Añoranza romántica
Colombia,USER_42d2ab315f,Como me siento cuando en los parciales me va bien en las preguntas más hijueputas y fallo en unas maricadas: {{PERSON}},Rendimiento académico
Colombia,USER_42d2ab315f,Cuando digo que voy a ir caminando a algún lado es porque me gusta caminar y veo innecesario otro medio de transporte.,Hábito personal
Colombia,USER_1127334bac,"Los manes con novia tienen una tendencia MUY marcada a querer ser infieles después de ya tener a su ""inalcanzable"". Qué perecita.",Crítica de infidelidad
Colombia,USER_1127334bac,"No importa lo que pase, ahora solo me encuentro enfocada en mi crecimiento personal 🫶🏽",Crecimiento personal
Colombia,USER_1127334bac,Mi novio no lo sabe pero me acaba de cumplir 2 anhelos que tenía hace muchísimo tiempo. Lo amo tanto ❤️,Felicidad en pareja
Colombia,USER_1127334bac,{{PERSON}} capturas de pantalla que delatan hasta al más mentiroso ❤️,Mentiras y engaños
Colombia,USER_1127334bac,Lo único bueno es que dejaré de ser una marrana.,Control de peso
Colombia,USER_1127334bac,Andar con un man narcisista es una vaina muy densa. {{LOCATION}} buscan que uno se sienta minúsculo pero manipulan la situación lo suficiente para después actuar como los salvadores y que una piense que ellos serán los únicos que lo van a querer a uno.,Crítica de narcisismo
Colombia,USER_1127334bac,"Yo pensaba que los manes serios y mal mirados eran más selectivos pero no, lo único que son es morrongos.",Crítica de hombres
Colombia,USER_1127334bac,"No entiendo cómo hijueputas hay gente que teniendo la posibilidad de bañarse todos los putos días, no lo hacen hasta por semanas y huelen a mierda.",Higiene personal
Colombia,USER_1127334bac,"Los manes siempre se tragan de mi libertad, mi forma de ser... Pero cuando se dan cuenta que tan libre soy, se asustan y empiezan a cohibir. Luego se pierde el encanto porque ya no soy igual, lo empiezan a buscar en otra y asiiiii sucesivamente. Qué cansancio eso.",Problemas de relación
Colombia,USER_1127334bac,"Será que tengo un hpta letrero en la frente que dice ""useme a su antojo"" 🤔",Sentimiento de uso
Colombia,USER_1127334bac,Merezco un amor bonito.,Deseo de amor
Colombia,USER_1127334bac,Soy buena gente pero si quieres vamos por la mala,Carácter fuerte
Colombia,USER_1127334bac,Jajajajajjajajaja qué gonorrea,Humor
Colombia,USER_1127334bac,"Los manes son muy patos. Solamente está bien lo que ellos hacen, si una vieja repite sus comportamientos, de ""perra regalada"" no la bajan.",Doble moral de género
Colombia,USER_1127334bac,Soy muy chimba como pa estar reviviendo cosas que ya había dejado atrás.,Autoestima y pasado
Colombia,USER_1127334bac,Qué rico el ferxxo,Música
Colombia,USER_1127334bac,"Eso de que se las estén haciendo a uno y todo el mundo lo sepa pero no digan nada, definitivamente es muy gonorrea.",Injusticia social
Colombia,USER_1127334bac,Si son,Acuerdo
Colombia,USER_1127334bac,Altas ganas de mandar a comer mierda a todo el mundo.,Frustración
Colombia,USER_1127334bac,Yo solo quiero una culiada bien chimba :(,Deseo sexual
Colombia,USER_5d563f45c5,Creo que me van a remitir a una clínica psiquiátrica por que no estoy comiendo bien y en la fundación no tienen la forma de no se obligarme,Tratamiento de alimentación
Colombia,USER_5d563f45c5,"Estoy interna con con adictos, es súper raro por que yo estoy por TA y todas las noches estoy teniendo sueños con coca, mariguana etc",Ambiente de rehabilitación
Colombia,USER_5d563f45c5,Tengo 18 putos años y mi mamá aun me dice niña.,Percepción de madurez
Colombia,USER_5d563f45c5,"Aquí todo el mundo dice que soy bonita y esas mierdas, es mas que obvio que lo dicen por lastima o  no se",Dudas sobre cumplidos
Colombia,USER_5d563f45c5,Estoy un poco orgullosa de mi misma por que pedí ayuda cuando estaba en un mal muy mal momento y no voy a negar que me han ayudado mucho.,Superación personal
Colombia,USER_5d563f45c5,de esto las quero a todas y solo deseo lo mejor para ustedes. con todo el amor del mundo.. {{LOCATION}} (amber),Expresión de afecto
Colombia,USER_5d563f45c5,y se aguan los ojos por que conci mucha gente especial y quiero decirle que busquen ayuda pues toda son hermosas y merecen salir,Fomento de ayuda
Colombia,USER_5d563f45c5,"{{PERSON}}, estoy interna  hoy tuve una terapia con la psicologa y tengo que cerrrar la cuenta, es duro llevo mas de dos años",Cierre de etapa
Colombia,USER_5d563f45c5,Mañana comienzo nueva psicóloga y estoy decidida a decirle todo.,Inicio de terapia
Colombia,USER_5d563f45c5,No sé si estoy loca pero en cualquier momento lloro y no sé ni por que.,Llantos sin motivo
Colombia,USER_5d563f45c5,Ayer una enfermera me dijo que si me internaban me pondrían suero y que ahí si iba a engordar muchísimo.,Preocupación por peso
Colombia,USER_5d563f45c5,400 calorías y me siento culpable por que pienso que es demasiado.,Culpabilidad por comida
Colombia,USER_5d563f45c5,Aparte anoche no dormí ni mierda así que no se ni lo que hago.,Problemas de sueño
Colombia,USER_5d563f45c5,Soy un enorme desastre,Auto-percepción negativa
Colombia,USER_5d563f45c5,"Quiero adelgazar 10 kilos pero no quiero hacer dietas, ni mucho menos ayunar. por qué la vida es tan cruel por {{PERSON}}?",Deseo de adelgazar
Colombia,USER_5d563f45c5,Siempre he querido salir por la noche sola y caminar hasta que amanezca.,Deseo de libertad
Colombia,USER_5d563f45c5,"Para mi ""ayuno"" es sinónimo de atracón a media noche.",Patrones alimentarios
Colombia,USER_5d563f45c5,{{PERSON}} y bonita,Descripción personal
Colombia,USER_39875cad5d,{{URL}},Contenido no interpretable
Colombia,USER_39875cad5d,La realidad supera la ficción {{URL}},Reflexión general
Colombia,USER_39875cad5d,La percepción de seguridad en {{LOCATION}} según {{LOCATION}}: {{URL}},Seguridad ciudadana
Colombia,USER_39875cad5d,"Decretar día cívico por un simple partido de fútbol es populismo puro y duro, definitivamente estamos condenados A SER CAMPEONES DE AMERICA. QUE VIVA COLOMBIA QUE VIVA FALCAO.",Deportes
Colombia,USER_39875cad5d,Noche de clásicos colombianos: Ver Séptima {{LOCATION}}.,Cultura y entretenimiento
Colombia,USER_39875cad5d,"Sabes k
No conozco
{{LOCATION}}
🥺🥺🥺",Viajes y lugares
Colombia,USER_39875cad5d,{{URL}},Contenido no interpretable
Colombia,USER_39875cad5d,Contextos expresidenciables {{URL}},Política
Colombia,USER_39875cad5d,Propongo que en vez de decirle música agropecuaria (porque le debemos mucho al agro) le digamos música para deudores de alimentos.,Crítica social
Colombia,USER_39875cad5d,Cambiar de celular es todo un glow up 😳,Tecnología y consumo
Colombia,USER_39875cad5d,La vida me trata como si yo hubiera salido con la mujer de {{PERSON}},Queja personal
Colombia,USER_39875cad5d,"Busco amistad desinteresada en una zona del acueducto diferente a la mía, para hacer intercambio de duchas en día de racionamiento",Humor
Colombia,USER_39875cad5d,Mis viernes 😳,Vida cotidiana
Colombia,USER_39875cad5d,Yo ahogado de la risa luego de ver esto 🚬 {{URL}},Humor
Colombia,USER_39875cad5d,"Los gringos que vienen a imponer su cultura, a realizar turismo sexual y gentrificar los barrios son unos hijueputas vaya vaya ✨️ {{URL}}",Crítica social
Colombia,USER_39875cad5d,"Pero mami, usted ni conoció {{PERSON}} para venir a participar en los del mp3 viejito. Déjenos a nosotros los treintones vivir nuestro momento.",Nostalgia y generaciones
Colombia,USER_39875cad5d,"Este si será mi año
3 meses después: {{URL}}",Humor
Colombia,USER_39875cad5d,Decidí pensar en mí y ahora necesito 2 millones de pesos,Humor
Colombia,USER_39875cad5d,"Por fin ya casi semana santa , que {{PERSON}} y el diablo que coma mierda",Vacaciones y festividades
Colombia,USER_39875cad5d,"X: ¿Qué tal la asamblea de copropietarios?
La asamblea: {{URL}}",Humor
Colombia,USER_39875cad5d,Me sucedió 😳😫,Reacción personal
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: 👇🏻👉🏻❤️ {{URL}},Contenido no interpretable
Colombia,USER_d9253abb73,"RT {{USER_MENTION}}: Mi abuelito de 88 años, hace más de 40 años que no votaba y en la primera vuelta fue y votó por {{PERSON}} y este domingo, d…",Política
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: Me siento tan absolutamente feliz de votar por {{PERSON}} este domingo. Nunca en mi vida había votado con tanta convicción y…,Política
Colombia,USER_d9253abb73,"RT {{USER_MENTION}}: {{LOCATION}} artistas con {{PERSON}}, jajajajajajajaja.

Puras prepagos, actores quemados, descerebrados que salen en realitie…",Política
Colombia,USER_d9253abb73,"RT {{USER_MENTION}}: perdón por ignorarte, debiste aprovechar cuando estaba obsesionada contigo",Relaciones personales
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: Soy quien soy porque incluso en el momento más traumático de mi vida me levanté al día siguiente y actúe como si nada pasara,Superación personal
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: extraño cuando todo estaba bien,Nostalgia
Colombia,USER_d9253abb73,"RT {{USER_MENTION}}: No pasa nada, ya sabía respirar sin ti.",Ruptura sentimental
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: hoy también te extraño y hoy tampoco te lo puedo decir,Extrañar
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: Para mí fue todo ❤️‍🔥 {{URL}},Sentimental
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: El diablo no pudo alcanzarme. Entonces me obligó a ver cómo todos me dicen que soy una mujer increíble con un corazón her…,Reflexión personal
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: hoy también te extraño y hoy tampoco te lo puedo decir,Extrañar
Colombia,USER_d9253abb73,"Mi abuelito de 88 años, hace más de 40 años que no votaba y en la primera vuelta fue y votó por {{PERSON}} y este domingo, dijo que hará lo mismo. 🫰🏼✨🙏🏼🇨🇴#LaRemontadaDeIván #MeLaJuegoPorIvánYQuilcué  #LaRemontadaDeCepeda #MeLaJuegoPorLaVida #{{LOCATION}}",Política
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: FALLASTE COMO HOMBRE cuando la mujer que una vez te miró con amor ahora te recuerda como una lección de la que tuvo que {{LOCATION}}…,Ruptura sentimental
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: {{PERSON}} nunca me va a volver a buscar,Ruptura sentimental
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: Mi nombre es {{PERSON}} y en 2 días seré su Presidente.,Política
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: {{URL}},Contenido no interpretable
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: deberíamos volver a la costumbre de regalar libros con una dedicatoria en la primera página,Costumbres
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: no hay mejores halagos que los de las señoras que te consideran una muñequita,Halagos
Colombia,USER_d9253abb73,"RT {{USER_MENTION}}: La única persona de la que me enamoré y con quien quería pasar el resto de mi vida, se convirtió en mi mayor lección. Así que…",Ruptura sentimental
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: {{URL}},Contenido no interpretable
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: Saber estar sola y esperar con calma lo que mereces es otro nivel de madurez.,Madurez personal
Colombia,USER_ed386044ec,#NuevaFotoDePerfil {{URL}},Actualización de perfil
Colombia,USER_ed386044ec,Odio no poder dormir y joderme la cabeza :s,Insomnio
Colombia,USER_ed386044ec,Que mamera todo.,Aburrimiento/fastidio
Colombia,USER_ed386044ec,Este es. {{URL}},Contenido no interpretable
Colombia,USER_ed386044ec,Algún día. {{URL}},Contenido no interpretable
Colombia,USER_ed386044ec,Gkdlgjsnfnsmchs 😪😪 {{URL}},Contenido no interpretable
Colombia,USER_ed386044ec,Adiós rana...😪,Despedida
Colombia,USER_ed386044ec,Ya es normal que yo decepcione a las personas.,Decepción personal
Colombia,USER_ed386044ec,"Siempre me pasa lo mismo y no aprendo, que cosas :s",Reflexión personal
Colombia,USER_ed386044ec,😞😞,Contenido no interpretable
Colombia,USER_ed386044ec,"""Sólo somos pasajeros en la vida de las personas...""",Reflexión existencial
Colombia,USER_ed386044ec,HIJUEPUTA HIJUEPUTA HIJUEPUTAAAAAAAA,Expresión de enojo
Colombia,USER_ed386044ec,Insomnio de mierda.,Insomnio
Colombia,USER_ed386044ec,Poco a poco te das cuenta cuanto importas.,Autovaloración
Colombia,USER_ed386044ec,Tan raro no ser lo suficiente para alguien.,Sentimiento de insuficiencia
Colombia,USER_ed386044ec,"Cuando estoy en una relación, dejó todo por esa persona, todo.",Relaciones sentimentales
Colombia,USER_ed386044ec,Tanta cosa aburre pana.,Aburrimiento/fastidio
Colombia,USER_ed386044ec,Sólo eso necesito. {{URL}},Contenido no interpretable
Colombia,USER_ed386044ec,"Uno más, gracias amor, gracias por hacerme tan feliz, la vida me premio contigo, te quiero demasiado.😍😍
Feliz 28. {{USER_MENTION}}",Afecto y gratitud
Colombia,USER_ed386044ec,Por nada. {{URL}},Contenido no interpretable
Colombia,USER_ed386044ec,Uno siempre es el malo jaja,Autopercepción negativa
Colombia,USER_ed386044ec,Me emputa la gente que no respeta parce agh,Enojo por falta de respeto
