territorio,usuario,tweet,microtema,macrotema_codigo,macrotema
Argentina,USER_ad85094f95,Te invito a caminar conmigo a la orilla del mar ...,Compañerismo y ocio,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_ad85094f95,Me quemo la cabeza y todavía no puedo entender que querés de mi ?,Confusión interpersonal,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_ad85094f95,"Yo pensé que era la única boluda pero no, somos dos jajjaj",Humor y auto-percepción,HUMOR,"Humor, memes y contenido lúdico"
Argentina,USER_ad85094f95,"Parece que los escorpiones no aprendemos más loco ,un boleo en el medio del OGT hay que darles jajjaja ,empezamos dale ?? 😜",Humor y astrología,HUMOR,"Humor, memes y contenido lúdico"
Argentina,USER_ba0030adeb,"En realidad ya nada me enoja, tipo es como ¿desgano? Se podría decir, eso que sentis que queres que pase y no pasa y entonces decis ""y bueno, la proxima"" y seguis con tu vida, sería algo así",Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_ba0030adeb,"Esta mal? Si, pero es con la única persona con la que siento un apego emocional. Si con ella estoy bien, con el mundo estoy bien, si con ella estoy mal todos se pueden ir a la reconcha de la lora. No hay punto medio",Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_ba0030adeb,A veces re leo mis twits porque me olvido de que me quejo,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_ba0030adeb,"Hizo un puto collage de fotos, un puto colllage del mes.. en ninguna estoy yo, están los regalos y la torta, pero el pelotudo no figura en ninguna. Como mierda me voy a sentir especial después? Como?",Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_ba0030adeb,"Somos polos opuestos, ella es muy insta y yo soy muy tw",Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_ba0030adeb,Me voy a casar con esta mujer,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_ba0030adeb,Solo espero que estés bien,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_ba0030adeb,Fue con infrarrojo !!,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_ba0030adeb,Me empieza a seguir gente re ¿¿?? en instagram,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_ba0030adeb,"Perdón, no twitteo porque estoy ocupado siendo feliz",Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_ba0030adeb,Declaró que el corazón es dictador y esclavo,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_ba0030adeb,"Mi ex? La más linda, cam si ves esto tkm",Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_ba0030adeb,El signo {{LOCATION}} no puede ser tan trolo man,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_ba0030adeb,De Boca jrs como toda persona de bien . {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_ba0030adeb,"No se si estoy muy analítico o que, pero la gente me parece más rara de lo normal",Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_ba0030adeb,Y que se hace en una primera salida?,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_ba0030adeb,Entre dos cielos . {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_ba0030adeb,"Hasta 3 vistos te banco, ya después mí dignidad no me lo permite",Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_ba0030adeb,"La noche de año nuevo es una de las noches más difíciles para las personas que tienen depresión, porque es un antes y un después, de lo que somos y lo que fuimos y de lo que perdimos y tenemos. Es otra noche de aceptar toda la lucha interna que tiene cada uno",Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_ba0030adeb,El 31 prometo tardar más en revivir {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_ba0030adeb,Que buen piropo,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_c2932014a9,"Se me parte el corazón, perdóname mi amor.",Sentimientos de pareja,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_c2932014a9,"{{PERSON}} solo no duele, sentirse solo- 
Eso ya es otra cosa!",Sentimientos de soledad,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_c2932014a9,"Si la estas pasando tan mal, mejor alejate.",Consejo personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_c2932014a9,"Yo tengo esa fe de que en algún momento todo va a estar bien, y que las cosas se van a dar como tienen que darse.",Esperanza y optimismo,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_c2932014a9,"Quisiera decir mirándote a los ojos lo que siento yo , quisiera contarte que me vuelvo loco por tener tu amor .. {{URL}}",Declaración de amor,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_c2932014a9,Tal  ve la canse chamigo,Duda personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_c2932014a9,"Estaba pensando en un nombre para llamar al auto, Algo asi como El roncador, El oliva, EL MAÑOSO jajajaja quien me ayuda? {{URL}}",Interacción sobre autos,CONSUMO,"Consumo, tecnología y compras"
Argentina,USER_c2932014a9,"Como odio la gente falsa, es algo que no tolero.",Queja social,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_c2932014a9,{{LOCATION}} cumple al amor de mi vida {{USER_MENTION}} ♥ {{URL}},Celebración de cumpleaños,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_c2932014a9,La satisfacción que me da tenerlo es increíble ♥ estrenando llavero jaaja,Alegría por posesión,CONSUMO,"Consumo, tecnología y compras"
Argentina,USER_c2932014a9,Como puede ser que me gusten tanto los fierros oxidados,Intereses personales,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_c2932014a9,"Fueguito en la cocina a leña, acompañado de un buen patero 👌 {{URL}}",Disfrute doméstico,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_c2932014a9,{{LOCATION}} no voy a parar hasta casarme con esa mujer 😍,Intención de matrimonio,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_c2932014a9,"Porque eres tan bonita, tan bonita
Que lo daría todo
Por verte sonreír mi princesita ♥ {{URL}}",Elogio romántico,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_c2932014a9,"Queria que le haga papas fritas mi novia, como 3kg le estoy haciendo jajaja ❤",Cocina para pareja,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_c2932014a9,Tengo la novia más hermosa de todas 🙈❤️,Elogio de pareja,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_c2932014a9,"Si haces por qué haces, si no haces por qué no haces, si le pones mucho por qué le pones mucho, si le pones poco por qué le pones poco, todo te critican nunca un {{PERSON}}.",Frustración por críticas,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_c2932014a9,"{{PERSON}} quien puediera contarle lo enamorado que estoy de mi novia, la mujer que sin miedo me acompaña ❤️ {{URL}}",Amor y aprecio de pareja,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_c2932014a9,Estoy feliz por mi primo y un orgullo para mí que me pida que vallamos a ver y buscar ese falcón ! El corazón avalado viene de familia 😄❤️,Orgullo familiar y autos,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_c2932014a9,"Nunca pensé que iba a decir esto pero.. 
Que ganas de ir a trabajar que tengo!",Actitud positiva hacia el trabajo,ECO,"Economía, empleo y vivienda"
Argentina,USER_c2932014a9,"{{PERSON}} con el episodio de {{PERSON}}, {{LOCATION}} de {{PERSON}} jajaja ojala me pasara eso",Deseo lúdico,OCIO,"Cultura, ocio y entretenimiento"
Argentina,USER_c2932014a9,La deje a mi novia cortarme el pelo .,Actividad de pareja,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_290b5b6fd9,"Perdón ma, estos meses me dolió mucho el corazón y dejé que me lastimaran. Pero estoy haciendo lo mejor que puedo para salir adelante por vos",Superación personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_290b5b6fd9,Tengo ganas de ir a merendar lo único q me lo impide es ser POBRE,Queja económica,ECO,"Economía, empleo y vivienda"
Argentina,USER_290b5b6fd9,"Al fin y al cabo ser feliz es lo que debo exigirte
Y si ya eres feliz sin mí, no puedo contradecirte",Desamor,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_290b5b6fd9,Que pedazo de show el de {{LOCATION}} mammmita,Entretenimiento,OCIO,"Cultura, ocio y entretenimiento"
Argentina,USER_290b5b6fd9,"Los besitos en la frente, los abrazos. Aaay por favor estoy hasta las manos",Romance,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_290b5b6fd9,No tengo ganas de hacer nada xd,Falta de motivación,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_290b5b6fd9,"Tu me pones a volar, yo te pongo a temblarrrr",Pasión,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_290b5b6fd9,Como me saco toda esta angustia?,Malestar emocional,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Argentina,USER_290b5b6fd9,Nunca jueguen con las personas por favor! No se dan una idea de lo horrible q se siente,Relaciones interpersonales,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_290b5b6fd9,"{{LOCATION}} gente que quiera hacer esto conmigo el fin de semana, hasta ahora somos 1 {{URL}}",Planes de ocio,OCIO,"Cultura, ocio y entretenimiento"
Argentina,USER_290b5b6fd9,Quee pedazo de tema el de cazzu xfavor,Música,OCIO,"Cultura, ocio y entretenimiento"
Argentina,USER_290b5b6fd9,"2 amigas tengo y tuve siempre, a veces me hace sentir tan mal el hecho de no compartir tanto tiempo con ellas sabiendo que las amo a más no poder pero estoy tratando de mejorar mi vida poco a poco y planeo volver con una versión mía mucho mejor, ojalá puedan entenderme:(",Superación personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_290b5b6fd9,Amo los sahumerios porfavorrrr. Quiero miles,Gustos personales,OCIO,"Cultura, ocio y entretenimiento"
Argentina,USER_290b5b6fd9,"Hice tik tok y lpm como no fui tiktoker desde un principio. Ya se donde está la magia, en bebotear. El autoestima allá arriba tengo ahora ahre dos segundos me dura",Redes sociales,MEDIOS,"Medios, redes sociales y comunicación digital"
Argentina,USER_290b5b6fd9,"Lo más chocante de mi adolescencia fue darme cuanta que la familia la que creía perfecta, me lastima más que cualquier otra cosa.",Conflictos familiares,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_290b5b6fd9,{{PERSON}} recibiera lo que doy.,Queja sentimental,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_290b5b6fd9,Porque la vida me da estas oportunidades que uno corre riesgo pero tampoco se pueden desaprovechar ahre,Reflexión vital,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_290b5b6fd9,Son casi las 5 d la mañana y andamos como si fueran las 5 d ls tarde jaajjajs,Ocio nocturno,OCIO,"Cultura, ocio y entretenimiento"
Argentina,USER_290b5b6fd9,El día sabe que es el dia. {{LOCATION}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_290b5b6fd9,Se re alborotan las pendejas estas. la re viven jajajajaja,Observación social,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_290b5b6fd9,Yo me merezco el premio a la mejor wacha q te vas a cruzar en tu vida q queres q te diga,Autoestima,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7ff72b1c70,la crotera avanza A pasos a pasos agigantados {{LOCATION}} ha golpeado a mi puerta y yo le dije pase,Dificultad económica,ECO,"Economía, empleo y vivienda"
Argentina,USER_7ff72b1c70,Salir o no salir?,Dilema social,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7ff72b1c70,volver un tiempo atrás,Nostalgia,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_7ff72b1c70,Con el amigo en {{LOCATION}} {{URL}},Amistad y ocio,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7ff72b1c70,Aguante los guiso de mama,Comida casera,CONSUMO,"Consumo, tecnología y compras"
Argentina,USER_7ff72b1c70,Todo todo todo todo.. tan raro que no dejo de pensar ..pero pienso y es muy difícil dejar de olvidar 😳,Pensamientos complejos,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_7ff72b1c70,Servicial para la salud 😛,Humor irónico,HUMOR,"Humor, memes y contenido lúdico"
Argentina,USER_7ff72b1c70,De guay a larroque,Viaje/desplazamiento,MOV,"Movilidad, transporte y espacio urbano"
Argentina,USER_7ff72b1c70,La más lindaa {{URL}},Elogio,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7ff72b1c70,Las fiestasss cada vez me divierten mas. .Así nunca voy a dejar da salir ..Así noooo!!!,Vida social,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7ff72b1c70,{{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_7ff72b1c70,{{USER_MENTION}} {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_7ff72b1c70,Eras mala con maltrato ...Ahora sos un amor de {{PERSON}} {{URL}},Relación personal,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7ff72b1c70,Feliz añoooooooooooooooo la {{LOCATION}},Celebración de año nuevo,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7ff72b1c70,Siempre esperando😫,Frustración,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_7ff72b1c70,Que dos personas que se hacen querer....Son los mas {{URL}},Aprecio personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_7ff72b1c70,Que desperdicio de tiempo ooooooooooooooo. .pudiendo no perderlo,Arrepentimiento sobre el tiempo,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_7ff72b1c70,Me instale a lo campero a hacer un cordero {{URL}},Gastronomía rural,CONSUMO,"Consumo, tecnología y compras"
Argentina,USER_7ff72b1c70,Ya esta ya desidi ...a seguir con mi vida que salga como dios quiera..,Decisión personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_7ff72b1c70,Si lo tuyo es triste ..seguro que lo mio es una felicidad. ..,Contraste emocional,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_57fe951cfc,"La pregunta es me ama? Cuanto? Porque necesito saberlo, necesito equivocarme en lo que pienso.",Incertidumbre romántica,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_57fe951cfc,Algo mas hermoso que vos nunca voy a encontrar 😍💕 sos hermosa mi amor 😍 {{URL}},Declaración de amor,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_57fe951cfc,"No te das una idea de lo que te extraño,  de lo que quiero volver con vos,  si me uvieras dicho que la tenia que remar solo lo hacia 😭😭😭😭",Deseo de reconciliación,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_57fe951cfc,Sos vos maitén 😂 {{USER_MENTION}} {{URL}},Interacción personal,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_57fe951cfc,{{PERSON}} amosi 😢 {{USER_MENTION}} {{URL}},Expresión de afecto,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_57fe951cfc,Mi novia es la más hermosa de todas 😍,Elogio a la pareja,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_57fe951cfc,Me voy a dormir...,Actividad cotidiana,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_57fe951cfc,"Conmigo no joden mas, ya no me toman mas de boludo 👍",Afirmación de límites,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_57fe951cfc,No me contesto mas :c,Frustración comunicativa,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_57fe951cfc,Soy una persona muy cariñosa para personas muy frias,Reflexión sobre relaciones,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_57fe951cfc,Y ahora despues de tanto vuelvo a estar solo 😭😭😭,Soledad,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_57fe951cfc,Tengo el mal presentimiento de que algo va a pasar😞,Preocupación,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_57fe951cfc,Ya no creo.,Desilusión,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_57fe951cfc,"No entiendo por que me pasa todo lo malo {{PERSON}},  acaso me merezco todo esto que me esta pasando?",Cuestionamiento personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_57fe951cfc,"trate de cambiar, no por mi, sino por vos, trate de ser algo que nunca fui, no por mi, SINO POR VOS.",Sacrificio en relación,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_57fe951cfc,"Mi viejo me dice: "" cuidala lucas espero que no seas como tus hermanos y no {{PERSON}} de gatero, es muy buena la nena"" , ya se encariñaron 😂😂",Consejo familiar,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_57fe951cfc,Quiero tatuarme de una puta ves 😒,Deseo personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_57fe951cfc,Que aburrido que estoy😞,Aburrimiento,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_57fe951cfc,Por cosas asi te das cuenta de muchas cosas 👍,Reflexión general,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_57fe951cfc,"La verdad cambie una banda, antes {{PERSON}} llegaria a mentir y irme a una joda pero no, ahora me quedo en mi casa o voy a {{PERSON}} con mis hermanos",Cambio de hábitos,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_57fe951cfc,Sinceramente no me espero nada de ella sabes porque? Por que confio y estoy seguro de la persona en la que confio.,Confianza en pareja,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_57fe951cfc,"La verdad que me la estoy re jugando, si me lastima o no me da igual, con tan solo saber que hice las cosas bien y di todo por ella me basta",Riesgo en el amor,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_b94004430f,"LA VERDAD. 
no mentira te amo {{USER_MENTION}}",Interacción personal/afecto,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_b94004430f,{{USER_MENTION}} {{USER_MENTION}} 👇🏼👇🏼,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_b94004430f,Creo que nunca la había pasado tan bien 💖,Sentimiento positivo,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_b94004430f,"{{LOCATION}}, renovada y restaurada por aquel que, desde antes de la fundación del mundo, me amó💖🙌🏼✝️",Religión/fe,OTROS,Otros temas o contenido ambiguo
Argentina,USER_b94004430f,La posta,Opinión/asentimiento,OTROS,Otros temas o contenido ambiguo
Argentina,USER_b94004430f,"Me agregaron a un grupo para buscarle novio a la mamá de {{PERSON}} y NO me eliminaron ☺️, a ponerse en campaña nomás",Anécdota social/humor,HUMOR,"Humor, memes y contenido lúdico"
Argentina,USER_b94004430f,"Lo mierda que está siendo este año, es impresionante.",Queja general,OTROS,Otros temas o contenido ambiguo
Argentina,USER_b94004430f,"Y como éstas, un millón de obras sobrevaloradas.",Crítica cultural,OCIO,"Cultura, ocio y entretenimiento"
Argentina,USER_b94004430f,"Yo no puedo creer que con {{PERSON}} hayamos sido tan PELOTUDAS DIOOSSSSS.
{{LOCATION}} QUE NOS EL PREMIO A LAS BOLUDAS DEL AÑO VAVAVAVA",Humor autocrítico/amistad,HUMOR,"Humor, memes y contenido lúdico"
Argentina,USER_b94004430f,"Le pregunté a mí mamá porqué siempre subía fotos en las que salgo horrible, y me contestó ""porque es parte de mí rol de madre"" 
{{PERSON}}, gracias ma",Humor familiar,HUMOR,"Humor, memes y contenido lúdico"
Argentina,USER_b94004430f,Qué semana de {{PERSON}} teniendo diosssss,Experiencia personal/semana difícil,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_b94004430f,"Y todo porque estábamos hablando de un chico y dije ""ay no se, pero me encanta"", dios",Romance/atracción,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_b94004430f,El mejor video que he visto. {{PERSON}},Recomendación/opinión,OTROS,Otros temas o contenido ambiguo
Argentina,USER_b94004430f,"Se hace la superada por ""hacerce el tiempo para estudiar"", sabemos que vas a entrar igual.
Más acomodada que quien.",Crítica social/estudios,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_b94004430f,"Soy yo, o este pibe parece un príncipe de {{PERSON}}? 
Igual hermoso eh",Apariencia física/comentario,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_b94004430f,Really,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_b94004430f,"Deci la verdad, ni la pones igual",Insulto/comentario vulgar,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_b94004430f,Amo sus pecas x dios 😍,Admiración física,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_b94004430f,Entonces entendés que esas cosas no deben de pedirse,Reflexión personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_b94004430f,{{LOCATION}} su sonrisa 😍,Admiración física,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_b94004430f,🤤🤤🤤🤤🤤,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_b94004430f,Quien diría que la historia de mis pañales verdes iba a tener tantos ♥️,Anécdota personal/reacción social,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_a99b282e21,Que bien me haría no ver a nadie por un buen tiempo,Búsqueda de soledad,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_a99b282e21,Que sea lo que tenga que ser,Resignación,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_a99b282e21,Por qué me tiene que afectar todo? Detesto ser tan débil,Frustración emocional,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_a99b282e21,Paz paz paz paz paz paz y tranquilidad por favor,Deseo de tranquilidad,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_a99b282e21,Jamás me sentí tan mal,Malestar emocional,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Argentina,USER_a99b282e21,"Que ganas de irme bien lejos, la re putísima madre",Deseo de escape,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_a99b282e21,Mi familia están más emocionados que yo,Evento familiar,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_a99b282e21,"Es imposible pasarla mal cuando estoy con {{PERSON}}, como no amarla ❤️",Afecto personal,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_a99b282e21,"Me pongo a pensar en lo poco que falta para que todo esto termine y lloro, que rápido pasa el tiempo la puta madreee",Reflexión sobre el tiempo,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_a99b282e21,Necesito que me abracen y no me suelten más,Necesidad de apoyo,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_a99b282e21,"Que vuelva el {{NUMBER}}, por favor 😭",Nostalgia,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_a99b282e21,No me puedo sentir peor 😷🤧,Malestar general,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_a99b282e21,Que ganas de volver a cuando tenía 5 años {{URL}},Nostalgia,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_a99b282e21,"Cómo quisiera volver a cuando tenia 5, q las cosas estén como antes y q los malos ratos desaparezcan",Nostalgia,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_a99b282e21,"Porque siempre q uno está bien llegan las peores cosas, las peores noticias, los malos ratos?",Queja sobre la mala suerte,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_a99b282e21,Podría volver a un año atrás? Las cosas estaban tal y como las quería 😥,Nostalgia,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_a99b282e21,Que el clima se mantenga así todo el finde por {{PERSON}}🙏,Deseo sobre el clima,TERR,"Territorio, identidad local y comunidad"
Argentina,USER_a99b282e21,Por favor {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_a99b282e21,Muchas palabras pero pocas acciones,Crítica de acciones,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_a99b282e21,Podemos volver a las vacaciones de verano?,Nostalgia,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_a99b282e21,"Estoy a medio año de irme y ya estoy extrañando todo, no soy exagerada y maricona por suerte",Anticipación de despedida,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_5447e282c9,Nos quisimos poner al día esta semana en el gym con {{PERSON}} y mañana no abren... diossss,Gimnasio,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Argentina,USER_5447e282c9,"3hs nos hizo entrenar {{PERSON}} hoy, SÍ T R E S 🤌🏻",Gimnasio,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Argentina,USER_5447e282c9,"Mi vida como vengo toda peinadita con trenzitas a entrenar, para irme toda chivada con un rodete mal atado🤣🤌🏻",Gimnasio,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Argentina,USER_5447e282c9,"Al fin alguien que entiende mi pensamiento!
Por qué no respetan que tiene novia y ya no esta para andar hablando/viendo cosas de otras minas por respeto a la relación. {{PERSON}} la misma mierdita esos amigos, pero después se quejan cuando se alejan💁‍♀️",Relaciones interpersonales,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_5447e282c9,"Alguien de +20, 21 que siga usando snap? Me siento una vieja.. pura gurisada no más {{PERSON}}",Redes sociales,MEDIOS,"Medios, redes sociales y comunicación digital"
Argentina,USER_5447e282c9,"Primera vez que me levanto bien sin dar vueltas, me hice el desayuno, pum NO HAY CLASES pero LAPUTTAAAMADDRE",Frustración diaria,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_5447e282c9,Como no me decidía si comprárme una mochila o un borcego me voy a tatuar🤣,Humor,HUMOR,"Humor, memes y contenido lúdico"
Argentina,USER_5447e282c9,Empezando a obsesionarme en 3.. 2.. 1..,Reflexión personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_5447e282c9,"Lo más triste de ir a trabajar mañana es que lo que haga en el día ya ni cuento, porque salgo y derecho a comprar el alimento de la mugrosita😸",Trabajo y mascotas,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_5447e282c9,"Dios mio, necesito más amigos.. pero que voy a conseguir si encima de {{LOCATION}} bien antisocial soy",Vida social,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_5447e282c9,"Casi me arranque la uña en el gym, pero siempre papuda con mis esculpidas",Gimnasio y cuidado personal,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Argentina,USER_5447e282c9,Me rodeo de pelotudos,Queja general,OTROS,Otros temas o contenido ambiguo
Argentina,USER_5447e282c9,"Toda la semana no hablamos, me escribe y súper cortado 🤌🏻 quien te entiende amiguito?",Relaciones interpersonales,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_5447e282c9,soy la que se enoja 🤣🤌🏻,Humor,HUMOR,"Humor, memes y contenido lúdico"
Argentina,USER_5447e282c9,{{LOCATION}} el clima así no toquen nada,Clima,TERR,"Territorio, identidad local y comunidad"
Argentina,USER_5447e282c9,Jajaja ese si que corran mismo,Humor,HUMOR,"Humor, memes y contenido lúdico"
Argentina,USER_5447e282c9,"que feo volver a empezar el gym sola, necesito una segunda",Gimnasio y vida social,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_5447e282c9,Ni siquiera para chusmear la última vez sirvo🤣🤌🏻,Humor,HUMOR,"Humor, memes y contenido lúdico"
Argentina,USER_5447e282c9,"Primer día del curso, corta la luz 🤌🏻",Estudios y contratiempos,EDU,Educación y formación
Argentina,USER_5447e282c9,Desde que empecé guau a comer bien no paro de marearme cada rato 🤌🏻🤦‍♀️,Alimentación,CONSUMO,"Consumo, tecnología y compras"
